Calculation1,School,City,County/State/Country,Measure Names,Measure Values
GAHR HIGH SCHOOL050722,GAHR HIGH SCHOOL,Cerritos,Los Angeles,Adm GPA,4.236666667
GAHR HIGH SCHOOL050722,GAHR HIGH SCHOOL,Cerritos,Los Angeles,App GPA,3.919069767
GALILEO ACAD OF SCIENCE & TECH052945,GALILEO ACAD OF SCIENCE & TECH,San Francisco,San Francisco,Enrl GPA,4.153478261
GALILEO ACAD OF SCIENCE & TECH052945,GALILEO ACAD OF SCIENCE & TECH,San Francisco,San Francisco,Adm GPA,4.161071429
GALILEO ACAD OF SCIENCE & TECH052945,GALILEO ACAD OF SCIENCE & TECH,San Francisco,San Francisco,App GPA,3.861404494
GALT HIGH SCHOOL051015,GALT HIGH SCHOOL,Galt,Sacramento,Enrl GPA,
GALT HIGH SCHOOL051015,GALT HIGH SCHOOL,Galt,Sacramento,Adm GPA,
GALT HIGH SCHOOL051015,GALT HIGH SCHOOL,Galt,Sacramento,App GPA,3.891666667
GANESHA HIGH SCHOOL052503,GANESHA HIGH SCHOOL,Pomona,Los Angeles,Enrl GPA,
GANESHA HIGH SCHOOL052503,GANESHA HIGH SCHOOL,Pomona,Los Angeles,Adm GPA,
GANESHA HIGH SCHOOL052503,GANESHA HIGH SCHOOL,Pomona,Los Angeles,App GPA,3.696923077
GARDEN GROVE HIGH SCHOOL051030,GARDEN GROVE HIGH SCHOOL,Garden Grove,Orange,Enrl GPA,
GARDEN GROVE HIGH SCHOOL051030,GARDEN GROVE HIGH SCHOOL,Garden Grove,Orange,Adm GPA,4.193333333
GARDEN GROVE HIGH SCHOOL051030,GARDEN GROVE HIGH SCHOOL,Garden Grove,Orange,App GPA,3.966212121
GARDENA HIGH SCHOOL051020,GARDENA HIGH SCHOOL,Gardena,Los Angeles,Enrl GPA,
GARDENA HIGH SCHOOL051020,GARDENA HIGH SCHOOL,Gardena,Los Angeles,Adm GPA,4.098333333
GARDENA HIGH SCHOOL051020,GARDENA HIGH SCHOOL,Gardena,Los Angeles,App GPA,3.762413793
GAREY HIGH SCHOOL052501,GAREY HIGH SCHOOL,Pomona,Los Angeles,Enrl GPA,
GAREY HIGH SCHOOL052501,GAREY HIGH SCHOOL,Pomona,Los Angeles,Adm GPA,
GAREY HIGH SCHOOL052501,GAREY HIGH SCHOOL,Pomona,Los Angeles,App GPA,3.575
GATEWAY HIGH SCHOOL052947,GATEWAY HIGH SCHOOL,San Francisco,San Francisco,Enrl GPA,4.056
GATEWAY HIGH SCHOOL052947,GATEWAY HIGH SCHOOL,San Francisco,San Francisco,Adm GPA,4.141111111
GATEWAY HIGH SCHOOL052947,GATEWAY HIGH SCHOOL,San Francisco,San Francisco,App GPA,3.956875
GEORGE WASHINGTON HIGH SCHOOL052950,GEORGE WASHINGTON HIGH SCHOOL,San Francisco,San Francisco,Enrl GPA,4.099545455
GEORGE WASHINGTON HIGH SCHOOL052950,GEORGE WASHINGTON HIGH SCHOOL,San Francisco,San Francisco,Adm GPA,4.120769231
GEORGE WASHINGTON HIGH SCHOOL052950,GEORGE WASHINGTON HIGH SCHOOL,San Francisco,San Francisco,App GPA,3.906574074
GEORGE WASHINGTON PREPARATORY051605,GEORGE WASHINGTON PREPARATORY,Los Angeles,Los Angeles,Enrl GPA,
GEORGE WASHINGTON PREPARATORY051605,GEORGE WASHINGTON PREPARATORY,Los Angeles,Los Angeles,Adm GPA,
GEORGE WASHINGTON PREPARATORY051605,GEORGE WASHINGTON PREPARATORY,Los Angeles,Los Angeles,App GPA,3.6136
GILROY HIGH SCHOOL051040,GILROY HIGH SCHOOL,Gilroy,Santa Clara,Enrl GPA,
GILROY HIGH SCHOOL051040,GILROY HIGH SCHOOL,Gilroy,Santa Clara,Adm GPA,4.164
GILROY HIGH SCHOOL051040,GILROY HIGH SCHOOL,Gilroy,Santa Clara,App GPA,3.801666667
GIRLS ACADEMIC LEADERSHIP ACAD050309,GIRLS ACADEMIC LEADERSHIP ACAD,Los Angeles,Los Angeles,Enrl GPA,
GIRLS ACADEMIC LEADERSHIP ACAD050309,GIRLS ACADEMIC LEADERSHIP ACAD,Los Angeles,Los Angeles,Adm GPA,4.242222222
GIRLS ACADEMIC LEADERSHIP ACAD050309,GIRLS ACADEMIC LEADERSHIP ACAD,Los Angeles,Los Angeles,App GPA,4.061515152
GLADSTONE HIGH SCHOOL050190,GLADSTONE HIGH SCHOOL,Covina,Los Angeles,Enrl GPA,
GLADSTONE HIGH SCHOOL050190,GLADSTONE HIGH SCHOOL,Covina,Los Angeles,Adm GPA,
GLADSTONE HIGH SCHOOL050190,GLADSTONE HIGH SCHOOL,Covina,Los Angeles,App GPA,3.847777778
GLEN A WILSON HIGH SCHOOL052694,GLEN A WILSON HIGH SCHOOL,Hacienda Heights,Los Angeles,Enrl GPA,4.11
GLEN A WILSON HIGH SCHOOL052694,GLEN A WILSON HIGH SCHOOL,Hacienda Heights,Los Angeles,Adm GPA,4.2
GLEN A WILSON HIGH SCHOOL052694,GLEN A WILSON HIGH SCHOOL,Hacienda Heights,Los Angeles,App GPA,3.973076923
GLENDALE HIGH SCHOOL051050,GLENDALE HIGH SCHOOL,Glendale,Los Angeles,Enrl GPA,
GLENDALE HIGH SCHOOL051050,GLENDALE HIGH SCHOOL,Glendale,Los Angeles,Adm GPA,4.23
GLENDALE HIGH SCHOOL051050,GLENDALE HIGH SCHOOL,Glendale,Los Angeles,App GPA,4.006769231
GLENDORA HIGH SCHOOL051070,GLENDORA HIGH SCHOOL,Glendora,Los Angeles,Enrl GPA,
GLENDORA HIGH SCHOOL051070,GLENDORA HIGH SCHOOL,Glendora,Los Angeles,Adm GPA,4.152
GLENDORA HIGH SCHOOL051070,GLENDORA HIGH SCHOOL,Glendora,Los Angeles,App GPA,4.007358491
GOLDEN EAGLE CHARTER SCHOOL053962,GOLDEN EAGLE CHARTER SCHOOL,Mount Shasta,Siskiyou,Enrl GPA,
GOLDEN EAGLE CHARTER SCHOOL053962,GOLDEN EAGLE CHARTER SCHOOL,Mount Shasta,Siskiyou,Adm GPA,
GOLDEN EAGLE CHARTER SCHOOL053962,GOLDEN EAGLE CHARTER SCHOOL,Mount Shasta,Siskiyou,App GPA,3.746
GOLDEN VALLEY HIGH SCHOOL050259,GOLDEN VALLEY HIGH SCHOOL,Bakersfield,Kern,Enrl GPA,
GOLDEN VALLEY HIGH SCHOOL050259,GOLDEN VALLEY HIGH SCHOOL,Bakersfield,Kern,Adm GPA,4.277777778
GOLDEN VALLEY HIGH SCHOOL050259,GOLDEN VALLEY HIGH SCHOOL,Bakersfield,Kern,App GPA,3.952173913
GOLDEN VALLEY HIGH SCHOOL051953,GOLDEN VALLEY HIGH SCHOOL,Merced,Merced,Enrl GPA,
GOLDEN VALLEY HIGH SCHOOL051953,GOLDEN VALLEY HIGH SCHOOL,Merced,Merced,Adm GPA,4.264
GOLDEN VALLEY HIGH SCHOOL051953,GOLDEN VALLEY HIGH SCHOOL,Merced,Merced,App GPA,3.932413793
GOLDEN VALLEY HIGH SCHOOL053871,GOLDEN VALLEY HIGH SCHOOL,Santa Clarita,Los Angeles,Enrl GPA,
GOLDEN VALLEY HIGH SCHOOL053871,GOLDEN VALLEY HIGH SCHOOL,Santa Clarita,Los Angeles,Adm GPA,
GOLDEN VALLEY HIGH SCHOOL053871,GOLDEN VALLEY HIGH SCHOOL,Santa Clarita,Los Angeles,App GPA,3.976111111
GOLDEN WEST HIGH SCHOOL053662,GOLDEN WEST HIGH SCHOOL,Visalia,Tulare,Enrl GPA,
GOLDEN WEST HIGH SCHOOL053662,GOLDEN WEST HIGH SCHOOL,Visalia,Tulare,Adm GPA,
GOLDEN WEST HIGH SCHOOL053662,GOLDEN WEST HIGH SCHOOL,Visalia,Tulare,App GPA,3.922727273
GOMPERS PREPARATORY ACADEMY054353,GOMPERS PREPARATORY ACADEMY,San Diego,San Diego,Enrl GPA,
GOMPERS PREPARATORY ACADEMY054353,GOMPERS PREPARATORY ACADEMY,San Diego,San Diego,Adm GPA,4.326
GOMPERS PREPARATORY ACADEMY054353,GOMPERS PREPARATORY ACADEMY,San Diego,San Diego,App GPA,4.177333333
GONZALES HIGH SCHOOL051085,GONZALES HIGH SCHOOL,Gonzales,Monterey,Enrl GPA,
GONZALES HIGH SCHOOL051085,GONZALES HIGH SCHOOL,Gonzales,Monterey,Adm GPA,
GONZALES HIGH SCHOOL051085,GONZALES HIGH SCHOOL,Gonzales,Monterey,App GPA,3.869
GRACE M DAVIS HIGH SCHOOL051983,GRACE M DAVIS HIGH SCHOOL,Modesto,Stanislaus,Enrl GPA,
GRACE M DAVIS HIGH SCHOOL051983,GRACE M DAVIS HIGH SCHOOL,Modesto,Stanislaus,Adm GPA,4.214
GRACE M DAVIS HIGH SCHOOL051983,GRACE M DAVIS HIGH SCHOOL,Modesto,Stanislaus,App GPA,3.921515152
GRANADA HIGH SCHOOL051423,GRANADA HIGH SCHOOL,Livermore,Alameda,Enrl GPA,
GRANADA HIGH SCHOOL051423,GRANADA HIGH SCHOOL,Livermore,Alameda,Adm GPA,
GRANADA HIGH SCHOOL051423,GRANADA HIGH SCHOOL,Livermore,Alameda,App GPA,4.048453608
GRANADA HILLS CHARTER HIGH SCH051088,GRANADA HILLS CHARTER HIGH SCH,Granada Hills,Los Angeles,Enrl GPA,4.194285714
GRANADA HILLS CHARTER HIGH SCH051088,GRANADA HILLS CHARTER HIGH SCH,Granada Hills,Los Angeles,Adm GPA,4.212272727
GRANADA HILLS CHARTER HIGH SCH051088,GRANADA HILLS CHARTER HIGH SCH,Granada Hills,Los Angeles,App GPA,4.001974522
GRAND TERRACE HIGH SCHOOL054606,GRAND TERRACE HIGH SCHOOL,Grand Terrace,San Bernardino,Enrl GPA,
GRAND TERRACE HIGH SCHOOL054606,GRAND TERRACE HIGH SCHOOL,Grand Terrace,San Bernardino,Adm GPA,
GRAND TERRACE HIGH SCHOOL054606,GRAND TERRACE HIGH SCHOOL,Grand Terrace,San Bernardino,App GPA,3.797894737
GRANITE BAY HIGH SCHOOL051106,GRANITE BAY HIGH SCHOOL,Granite Bay,Placer,Enrl GPA,3.904444444
GRANITE BAY HIGH SCHOOL051106,GRANITE BAY HIGH SCHOOL,Granite Bay,Placer,Adm GPA,4.094285714
GRANITE BAY HIGH SCHOOL051106,GRANITE BAY HIGH SCHOOL,Granite Bay,Placer,App GPA,4.025625
GRANITE HILLS HIGH SCHOOL050134,GRANITE HILLS HIGH SCHOOL,Apple Valley,San Bernardino,Enrl GPA,
GRANITE HILLS HIGH SCHOOL050134,GRANITE HILLS HIGH SCHOOL,Apple Valley,San Bernardino,Adm GPA,4.128
GRANITE HILLS HIGH SCHOOL050134,GRANITE HILLS HIGH SCHOOL,Apple Valley,San Bernardino,App GPA,3.722380952
GRANITE HILLS HIGH SCHOOL050806,GRANITE HILLS HIGH SCHOOL,El Cajon,San Diego,Enrl GPA,
GRANITE HILLS HIGH SCHOOL050806,GRANITE HILLS HIGH SCHOOL,El Cajon,San Diego,Adm GPA,
GRANITE HILLS HIGH SCHOOL050806,GRANITE HILLS HIGH SCHOOL,El Cajon,San Diego,App GPA,3.965454545
GRANITE HILLS HIGH SCHOOL052519,GRANITE HILLS HIGH SCHOOL,Porterville,Tulare,Enrl GPA,
GRANITE HILLS HIGH SCHOOL052519,GRANITE HILLS HIGH SCHOOL,Porterville,Tulare,Adm GPA,
GRANITE HILLS HIGH SCHOOL052519,GRANITE HILLS HIGH SCHOOL,Porterville,Tulare,App GPA,3.667692308
GRANT HIGH SCHOOL050740,GRANT HIGH SCHOOL,Sacramento,Sacramento,Enrl GPA,
GRANT HIGH SCHOOL050740,GRANT HIGH SCHOOL,Sacramento,Sacramento,Adm GPA,4.255714286
GRANT HIGH SCHOOL050740,GRANT HIGH SCHOOL,Sacramento,Sacramento,App GPA,3.803157895
GREAT OAK HIGH SCHOOL053880,GREAT OAK HIGH SCHOOL,Temecula,Riverside,Enrl GPA,4.187777778
GREAT OAK HIGH SCHOOL053880,GREAT OAK HIGH SCHOOL,Temecula,Riverside,Adm GPA,4.242173913
GREAT OAK HIGH SCHOOL053880,GREAT OAK HIGH SCHOOL,Temecula,Riverside,App GPA,4.050403226
GREEN DESIGN STEAM ACADEMY051622,GREEN DESIGN STEAM ACADEMY,Los Angeles,Los Angeles,Enrl GPA,
GREEN DESIGN STEAM ACADEMY051622,GREEN DESIGN STEAM ACADEMY,Los Angeles,Los Angeles,Adm GPA,
GREEN DESIGN STEAM ACADEMY051622,GREEN DESIGN STEAM ACADEMY,Los Angeles,Los Angeles,App GPA,3.848846154
GREENFIELD HIGH SCHOOL051113,GREENFIELD HIGH SCHOOL,Greenfield,Monterey,Enrl GPA,
GREENFIELD HIGH SCHOOL051113,GREENFIELD HIGH SCHOOL,Greenfield,Monterey,Adm GPA,
GREENFIELD HIGH SCHOOL051113,GREENFIELD HIGH SCHOOL,Greenfield,Monterey,App GPA,3.879259259
GRETCHEN WHITNEY HIGH SCHOOL050526,GRETCHEN WHITNEY HIGH SCHOOL,Cerritos,Los Angeles,Enrl GPA,4.319
GRETCHEN WHITNEY HIGH SCHOOL050526,GRETCHEN WHITNEY HIGH SCHOOL,Cerritos,Los Angeles,Adm GPA,4.312666667
GRETCHEN WHITNEY HIGH SCHOOL050526,GRETCHEN WHITNEY HIGH SCHOOL,Cerritos,Los Angeles,App GPA,4.177452830
GRIDLEY HIGH SCHOOL051105,GRIDLEY HIGH SCHOOL,Gridley,Butte,Enrl GPA,
GRIDLEY HIGH SCHOOL051105,GRIDLEY HIGH SCHOOL,Gridley,Butte,Adm GPA,
GRIDLEY HIGH SCHOOL051105,GRIDLEY HIGH SCHOOL,Gridley,Butte,App GPA,3.647
GROSSMONT HIGH SCHOOL051110,GROSSMONT HIGH SCHOOL,El Cajon,San Diego,Enrl GPA,
GROSSMONT HIGH SCHOOL051110,GROSSMONT HIGH SCHOOL,El Cajon,San Diego,Adm GPA,4.3275
GROSSMONT HIGH SCHOOL051110,GROSSMONT HIGH SCHOOL,El Cajon,San Diego,App GPA,4.001904762
GROSSMONT MIDDLE COLLEGE HS050828,GROSSMONT MIDDLE COLLEGE HS,El Cajon,San Diego,Enrl GPA,
GROSSMONT MIDDLE COLLEGE HS050828,GROSSMONT MIDDLE COLLEGE HS,El Cajon,San Diego,Adm GPA,
GROSSMONT MIDDLE COLLEGE HS050828,GROSSMONT MIDDLE COLLEGE HS,El Cajon,San Diego,App GPA,4.014545455
GROVE HIGH SCHOOL052928,GROVE HIGH SCHOOL,Redlands,San Bernardino,Enrl GPA,
GROVE HIGH SCHOOL052928,GROVE HIGH SCHOOL,Redlands,San Bernardino,Adm GPA,
GROVE HIGH SCHOOL052928,GROVE HIGH SCHOOL,Redlands,San Bernardino,App GPA,4.208333333
GUAJOME PARK ACADEMY052251,GUAJOME PARK ACADEMY,Vista,San Diego,Enrl GPA,
GUAJOME PARK ACADEMY052251,GUAJOME PARK ACADEMY,Vista,San Diego,Adm GPA,
GUAJOME PARK ACADEMY052251,GUAJOME PARK ACADEMY,Vista,San Diego,App GPA,3.821875
GUSTINE HIGH SCHOOL051115,GUSTINE HIGH SCHOOL,Gustine,Merced,Enrl GPA,
GUSTINE HIGH SCHOOL051115,GUSTINE HIGH SCHOOL,Gustine,Merced,Adm GPA,
GUSTINE HIGH SCHOOL051115,GUSTINE HIGH SCHOOL,Gustine,Merced,App GPA,4.117142857
HALF MOON BAY HIGH SCHOOL051120,HALF MOON BAY HIGH SCHOOL,Half Moon Bay,San Mateo,Enrl GPA,
HALF MOON BAY HIGH SCHOOL051120,HALF MOON BAY HIGH SCHOOL,Half Moon Bay,San Mateo,Adm GPA,4.32375
HALF MOON BAY HIGH SCHOOL051120,HALF MOON BAY HIGH SCHOOL,Half Moon Bay,San Mateo,App GPA,4.088
HAMILTON HIGH SCHOOL050108,HAMILTON HIGH SCHOOL,Anza,Riverside,Enrl GPA,
HAMILTON HIGH SCHOOL050108,HAMILTON HIGH SCHOOL,Anza,Riverside,Adm GPA,
HAMILTON HIGH SCHOOL050108,HAMILTON HIGH SCHOOL,Anza,Riverside,App GPA,3.743333333
HANFORD HIGH SCHOOL051130,HANFORD HIGH SCHOOL,Hanford,Kings,Enrl GPA,
HANFORD HIGH SCHOOL051130,HANFORD HIGH SCHOOL,Hanford,Kings,Adm GPA,
HANFORD HIGH SCHOOL051130,HANFORD HIGH SCHOOL,Hanford,Kings,App GPA,3.79
HANFORD WEST HIGH SCHOOL051128,HANFORD WEST HIGH SCHOOL,Hanford,Kings,Enrl GPA,
HANFORD WEST HIGH SCHOOL051128,HANFORD WEST HIGH SCHOOL,Hanford,Kings,Adm GPA,
HANFORD WEST HIGH SCHOOL051128,HANFORD WEST HIGH SCHOOL,Hanford,Kings,App GPA,3.9825
HARBOR HIGH SCHOOL053293,HARBOR HIGH SCHOOL,Santa Cruz,Santa Cruz,Enrl GPA,4.288
HARBOR HIGH SCHOOL053293,HARBOR HIGH SCHOOL,Santa Cruz,Santa Cruz,Adm GPA,4.285
HARBOR HIGH SCHOOL053293,HARBOR HIGH SCHOOL,Santa Cruz,Santa Cruz,App GPA,4.068780488
HARMONY MAGNET ACADEMY054414,HARMONY MAGNET ACADEMY,Porterville,Tulare,Enrl GPA,
HARMONY MAGNET ACADEMY054414,HARMONY MAGNET ACADEMY,Porterville,Tulare,Adm GPA,
HARMONY MAGNET ACADEMY054414,HARMONY MAGNET ACADEMY,Porterville,Tulare,App GPA,3.937894737
HAWTHORNE HIGH SCHOOL051145,HAWTHORNE HIGH SCHOOL,Hawthorne,Los Angeles,Enrl GPA,
HAWTHORNE HIGH SCHOOL051145,HAWTHORNE HIGH SCHOOL,Hawthorne,Los Angeles,Adm GPA,4.066666667
HAWTHORNE HIGH SCHOOL051145,HAWTHORNE HIGH SCHOOL,Hawthorne,Los Angeles,App GPA,3.693235294
HAWTHORNE MATH & SCIENCE ACAD051122,HAWTHORNE MATH & SCIENCE ACAD,Hawthorne,Los Angeles,Enrl GPA,
HAWTHORNE MATH & SCIENCE ACAD051122,HAWTHORNE MATH & SCIENCE ACAD,Hawthorne,Los Angeles,Adm GPA,
HAWTHORNE MATH & SCIENCE ACAD051122,HAWTHORNE MATH & SCIENCE ACAD,Hawthorne,Los Angeles,App GPA,3.763030303
HAYWARD HIGH SCHOOL051150,HAYWARD HIGH SCHOOL,Hayward,Alameda,Enrl GPA,4.136
HAYWARD HIGH SCHOOL051150,HAYWARD HIGH SCHOOL,Hayward,Alameda,Adm GPA,4.136
HAYWARD HIGH SCHOOL051150,HAYWARD HIGH SCHOOL,Hayward,Alameda,App GPA,3.895106383
HAYWARD TWIN OAKS MONTESSORI054774,HAYWARD TWIN OAKS MONTESSORI,Hayward,Alameda,Enrl GPA,
HAYWARD TWIN OAKS MONTESSORI054774,HAYWARD TWIN OAKS MONTESSORI,Hayward,Alameda,Adm GPA,
HAYWARD TWIN OAKS MONTESSORI054774,HAYWARD TWIN OAKS MONTESSORI,Hayward,Alameda,App GPA,3.713636364
HEALDSBURG HIGH SCHOOL051160,HEALDSBURG HIGH SCHOOL,Healdsburg,Sonoma,Enrl GPA,
HEALDSBURG HIGH SCHOOL051160,HEALDSBURG HIGH SCHOOL,Healdsburg,Sonoma,Adm GPA,
HEALDSBURG HIGH SCHOOL051160,HEALDSBURG HIGH SCHOOL,Healdsburg,Sonoma,App GPA,3.906842105
HEALTH CAREERS ACADEMY HS054631,HEALTH CAREERS ACADEMY HS,Stockton,San Joaquin,Enrl GPA,
HEALTH CAREERS ACADEMY HS054631,HEALTH CAREERS ACADEMY HS,Stockton,San Joaquin,Adm GPA,
HEALTH CAREERS ACADEMY HS054631,HEALTH CAREERS ACADEMY HS,Stockton,San Joaquin,App GPA,3.869230769
HEALTH PROFESSIONS HIGH SCH053984,HEALTH PROFESSIONS HIGH SCH,Sacramento,Sacramento,Enrl GPA,
HEALTH PROFESSIONS HIGH SCH053984,HEALTH PROFESSIONS HIGH SCH,Sacramento,Sacramento,Adm GPA,
HEALTH PROFESSIONS HIGH SCH053984,HEALTH PROFESSIONS HIGH SCH,Sacramento,Sacramento,App GPA,3.9275
HEALTH SCIENCES HIGH/MID COLL054201,HEALTH SCIENCES HIGH/MID COLL,San Diego,San Diego,Enrl GPA,
HEALTH SCIENCES HIGH/MID COLL054201,HEALTH SCIENCES HIGH/MID COLL,San Diego,San Diego,Adm GPA,
HEALTH SCIENCES HIGH/MID COLL054201,HEALTH SCIENCES HIGH/MID COLL,San Diego,San Diego,App GPA,3.842
HECTOR GODINEZ FUNDAMENTAL HS054150,HECTOR GODINEZ FUNDAMENTAL HS,Santa Ana,Orange,Enrl GPA,4.11125
HECTOR GODINEZ FUNDAMENTAL HS054150,HECTOR GODINEZ FUNDAMENTAL HS,Santa Ana,Orange,Adm GPA,4.167692308
HECTOR GODINEZ FUNDAMENTAL HS054150,HECTOR GODINEZ FUNDAMENTAL HS,Santa Ana,Orange,App GPA,3.997246377
HELEN BERNSTEIN HIGH SCHOOL054249,HELEN BERNSTEIN HIGH SCHOOL,Hollywood,Los Angeles,Enrl GPA,
HELEN BERNSTEIN HIGH SCHOOL054249,HELEN BERNSTEIN HIGH SCHOOL,Hollywood,Los Angeles,Adm GPA,
HELEN BERNSTEIN HIGH SCHOOL054249,HELEN BERNSTEIN HIGH SCHOOL,Hollywood,Los Angeles,App GPA,3.867272727
HELIX HIGH SCHOOL051350,HELIX HIGH SCHOOL,La Mesa,San Diego,Enrl GPA,
HELIX HIGH SCHOOL051350,HELIX HIGH SCHOOL,La Mesa,San Diego,Adm GPA,
HELIX HIGH SCHOOL051350,HELIX HIGH SCHOOL,La Mesa,San Diego,App GPA,4.014487179
HEMET HIGH SCHOOL051165,HEMET HIGH SCHOOL,Hemet,Riverside,Enrl GPA,
HEMET HIGH SCHOOL051165,HEMET HIGH SCHOOL,Hemet,Riverside,Adm GPA,4.202857143
HEMET HIGH SCHOOL051165,HEMET HIGH SCHOOL,Hemet,Riverside,App GPA,3.877741935
HENRY J KAISER HIGH SCHOOL050942,HENRY J KAISER HIGH SCHOOL,Fontana,San Bernardino,Enrl GPA,4.196666667
HENRY J KAISER HIGH SCHOOL050942,HENRY J KAISER HIGH SCHOOL,Fontana,San Bernardino,Adm GPA,4.18
HENRY J KAISER HIGH SCHOOL050942,HENRY J KAISER HIGH SCHOOL,Fontana,San Bernardino,App GPA,3.946153846
HENRY M GUNN SENIOR HIGH SCHL052347,HENRY M GUNN SENIOR HIGH SCHL,Palo Alto,Santa Clara,Enrl GPA,4.226111111
HENRY M GUNN SENIOR HIGH SCHL052347,HENRY M GUNN SENIOR HIGH SCHL,Palo Alto,Santa Clara,Adm GPA,4.237714286
HENRY M GUNN SENIOR HIGH SCHL052347,HENRY M GUNN SENIOR HIGH SCHL,Palo Alto,Santa Clara,App GPA,4.082589928
HENRY T GUNDERSON HIGH SCHOOL053088,HENRY T GUNDERSON HIGH SCHOOL,San Jose,Santa Clara,Enrl GPA,
HENRY T GUNDERSON HIGH SCHOOL053088,HENRY T GUNDERSON HIGH SCHOOL,San Jose,Santa Clara,Adm GPA,4.302
HENRY T GUNDERSON HIGH SCHOOL053088,HENRY T GUNDERSON HIGH SCHOOL,San Jose,Santa Clara,App GPA,4.0303125
HERBERT HOOVER HIGH SCHOOL050989,HERBERT HOOVER HIGH SCHOOL,Fresno,Fresno,Enrl GPA,
HERBERT HOOVER HIGH SCHOOL050989,HERBERT HOOVER HIGH SCHOOL,Fresno,Fresno,Adm GPA,
HERBERT HOOVER HIGH SCHOOL050989,HERBERT HOOVER HIGH SCHOOL,Fresno,Fresno,App GPA,3.646363636
HERBERT HOOVER HIGH SCHOOL051060,HERBERT HOOVER HIGH SCHOOL,Glendale,Los Angeles,Enrl GPA,
HERBERT HOOVER HIGH SCHOOL051060,HERBERT HOOVER HIGH SCHOOL,Glendale,Los Angeles,Adm GPA,
HERBERT HOOVER HIGH SCHOOL051060,HERBERT HOOVER HIGH SCHOOL,Glendale,Los Angeles,App GPA,4.028918919
HERBERT HOOVER HIGH SCHOOL052850,HERBERT HOOVER HIGH SCHOOL,San Diego,San Diego,Enrl GPA,
HERBERT HOOVER HIGH SCHOOL052850,HERBERT HOOVER HIGH SCHOOL,San Diego,San Diego,Adm GPA,4.17
HERBERT HOOVER HIGH SCHOOL052850,HERBERT HOOVER HIGH SCHOOL,San Diego,San Diego,App GPA,3.828444444
HERCULES HIGH SCHOOL051206,HERCULES HIGH SCHOOL,Hercules,Contra Costa,Enrl GPA,4.203333333
HERCULES HIGH SCHOOL051206,HERCULES HIGH SCHOOL,Hercules,Contra Costa,Adm GPA,4.208
HERCULES HIGH SCHOOL051206,HERCULES HIGH SCHOOL,Hercules,Contra Costa,App GPA,4.087636364
HERITAGE HIGH SCHOOL050386,HERITAGE HIGH SCHOOL,Brentwood,Contra Costa,Enrl GPA,
HERITAGE HIGH SCHOOL050386,HERITAGE HIGH SCHOOL,Brentwood,Contra Costa,Adm GPA,
HERITAGE HIGH SCHOOL050386,HERITAGE HIGH SCHOOL,Brentwood,Contra Costa,App GPA,3.865360825
HERITAGE HIGH SCHOOL054141,HERITAGE HIGH SCHOOL,Menifee,Riverside,Enrl GPA,
HERITAGE HIGH SCHOOL054141,HERITAGE HIGH SCHOOL,Menifee,Riverside,Adm GPA,
HERITAGE HIGH SCHOOL054141,HERITAGE HIGH SCHOOL,Menifee,Riverside,App GPA,3.984
HESPERIA HIGH SCHOOL051168,HESPERIA HIGH SCHOOL,Hesperia,San Bernardino,Enrl GPA,
HESPERIA HIGH SCHOOL051168,HESPERIA HIGH SCHOOL,Hesperia,San Bernardino,Adm GPA,
HESPERIA HIGH SCHOOL051168,HESPERIA HIGH SCHOOL,Hesperia,San Bernardino,App GPA,3.626060606
HIGH SCHOOL AT MOORPARK COLL052046,HIGH SCHOOL AT MOORPARK COLL,Moorpark,Ventura,Enrl GPA,
HIGH SCHOOL AT MOORPARK COLL052046,HIGH SCHOOL AT MOORPARK COLL,Moorpark,Ventura,Adm GPA,
HIGH SCHOOL AT MOORPARK COLL052046,HIGH SCHOOL AT MOORPARK COLL,Moorpark,Ventura,App GPA,4.216666667
HIGH TECH HIGH - NORTH COUNTY054219,HIGH TECH HIGH - NORTH COUNTY,San Marcos,San Diego,Enrl GPA,
HIGH TECH HIGH - NORTH COUNTY054219,HIGH TECH HIGH - NORTH COUNTY,San Marcos,San Diego,Adm GPA,
HIGH TECH HIGH - NORTH COUNTY054219,HIGH TECH HIGH - NORTH COUNTY,San Marcos,San Diego,App GPA,4.195
HIGH TECH HIGH CHULA VISTA054313,HIGH TECH HIGH CHULA VISTA,Chula Vista,San Diego,Enrl GPA,
HIGH TECH HIGH CHULA VISTA054313,HIGH TECH HIGH CHULA VISTA,Chula Vista,San Diego,Adm GPA,4.34
HIGH TECH HIGH CHULA VISTA054313,HIGH TECH HIGH CHULA VISTA,Chula Vista,San Diego,App GPA,4.162545455
HIGH TECH HIGH INTERNATIONAL053945,HIGH TECH HIGH INTERNATIONAL,San Diego,San Diego,Enrl GPA,
HIGH TECH HIGH INTERNATIONAL053945,HIGH TECH HIGH INTERNATIONAL,San Diego,San Diego,Adm GPA,
HIGH TECH HIGH INTERNATIONAL053945,HIGH TECH HIGH INTERNATIONAL,San Diego,San Diego,App GPA,4.164347826
HIGH TECH HIGH LA051526,HIGH TECH HIGH LA,Van Nuys,Los Angeles,Enrl GPA,
HIGH TECH HIGH LA051526,HIGH TECH HIGH LA,Van Nuys,Los Angeles,Adm GPA,
HIGH TECH HIGH LA051526,HIGH TECH HIGH LA,Van Nuys,Los Angeles,App GPA,4.0276
HIGH TECH HIGH MEDIA ARTS054054,HIGH TECH HIGH MEDIA ARTS,San Diego,San Diego,Enrl GPA,
