Calculation1,City,County/State/ Territory,Count,gender,School,Pivot Field Values
CHARTER COMMUNITY SCHOOL52483,Placerville,El Dorado,Enr,Other,CHARTER COMMUNITY SCHOOL,
CHARTER COMMUNITY SCHOOL52483,Placerville,El Dorado,Adm,Other,CHARTER COMMUNITY SCHOOL,
CHARTER COMMUNITY SCHOOL52483,Placerville,El Dorado,App,Other,CHARTER COMMUNITY SCHOOL,
CHARTER COMMUNITY SCHOOL52483,Placerville,El Dorado,Enr,Female,CHARTER COMMUNITY SCHOOL,
CHARTER COMMUNITY SCHOOL52483,Placerville,El Dorado,Adm,Female,CHARTER COMMUNITY SCHOOL,
CHARTER COMMUNITY SCHOOL52483,Placerville,El Dorado,App,Female,CHARTER COMMUNITY SCHOOL,
CHARTER COMMUNITY SCHOOL52483,Placerville,El Dorado,Enr,All,CHARTER COMMUNITY SCHOOL,
CHARTER COMMUNITY SCHOOL52483,Placerville,El Dorado,Adm,All,CHARTER COMMUNITY SCHOOL,
CHARTER COMMUNITY SCHOOL52483,Placerville,El Dorado,App,All,CHARTER COMMUNITY SCHOOL,
CHARTER HS ARTS MEDIA PERFORM54046,Van Nuys,Los Angeles,Enr,Unknown,CHARTER HS ARTS MEDIA PERFORM,
CHARTER HS ARTS MEDIA PERFORM54046,Van Nuys,Los Angeles,Adm,Unknown,CHARTER HS ARTS MEDIA PERFORM,
CHARTER HS ARTS MEDIA PERFORM54046,Van Nuys,Los Angeles,App,Unknown,CHARTER HS ARTS MEDIA PERFORM,
CHARTER HS ARTS MEDIA PERFORM54046,Van Nuys,Los Angeles,Enr,Other,CHARTER HS ARTS MEDIA PERFORM,
CHARTER HS ARTS MEDIA PERFORM54046,Van Nuys,Los Angeles,Adm,Other,CHARTER HS ARTS MEDIA PERFORM,
CHARTER HS ARTS MEDIA PERFORM54046,Van Nuys,Los Angeles,App,Other,CHARTER HS ARTS MEDIA PERFORM,
CHARTER HS ARTS MEDIA PERFORM54046,Van Nuys,Los Angeles,Enr,Male,CHARTER HS ARTS MEDIA PERFORM,
CHARTER HS ARTS MEDIA PERFORM54046,Van Nuys,Los Angeles,Adm,Male,CHARTER HS ARTS MEDIA PERFORM,
CHARTER HS ARTS MEDIA PERFORM54046,Van Nuys,Los Angeles,App,Male,CHARTER HS ARTS MEDIA PERFORM,
CHARTER HS ARTS MEDIA PERFORM54046,Van Nuys,Los Angeles,Enr,Female,CHARTER HS ARTS MEDIA PERFORM,
CHARTER HS ARTS MEDIA PERFORM54046,Van Nuys,Los Angeles,Adm,Female,CHARTER HS ARTS MEDIA PERFORM,
CHARTER HS ARTS MEDIA PERFORM54046,Van Nuys,Los Angeles,App,Female,CHARTER HS ARTS MEDIA PERFORM,
CHARTER HS ARTS MEDIA PERFORM54046,Van Nuys,Los Angeles,Enr,All,CHARTER HS ARTS MEDIA PERFORM,
CHARTER HS ARTS MEDIA PERFORM54046,Van Nuys,Los Angeles,Adm,All,CHARTER HS ARTS MEDIA PERFORM,
CHARTER HS ARTS MEDIA PERFORM54046,Van Nuys,Los Angeles,App,All,CHARTER HS ARTS MEDIA PERFORM,5
CHARTER OAK HIGH SCHOOL50693,Covina,Los Angeles,Enr,Unknown,CHARTER OAK HIGH SCHOOL,
CHARTER OAK HIGH SCHOOL50693,Covina,Los Angeles,Adm,Unknown,CHARTER OAK HIGH SCHOOL,
CHARTER OAK HIGH SCHOOL50693,Covina,Los Angeles,App,Unknown,CHARTER OAK HIGH SCHOOL,
CHARTER OAK HIGH SCHOOL50693,Covina,Los Angeles,Enr,Other,CHARTER OAK HIGH SCHOOL,
CHARTER OAK HIGH SCHOOL50693,Covina,Los Angeles,Adm,Other,CHARTER OAK HIGH SCHOOL,
CHARTER OAK HIGH SCHOOL50693,Covina,Los Angeles,App,Other,CHARTER OAK HIGH SCHOOL,
CHARTER OAK HIGH SCHOOL50693,Covina,Los Angeles,Enr,Male,CHARTER OAK HIGH SCHOOL,
CHARTER OAK HIGH SCHOOL50693,Covina,Los Angeles,Adm,Male,CHARTER OAK HIGH SCHOOL,
CHARTER OAK HIGH SCHOOL50693,Covina,Los Angeles,App,Male,CHARTER OAK HIGH SCHOOL,19
CHARTER OAK HIGH SCHOOL50693,Covina,Los Angeles,Enr,Female,CHARTER OAK HIGH SCHOOL,
CHARTER OAK HIGH SCHOOL50693,Covina,Los Angeles,Adm,Female,CHARTER OAK HIGH SCHOOL,
CHARTER OAK HIGH SCHOOL50693,Covina,Los Angeles,App,Female,CHARTER OAK HIGH SCHOOL,12
CHARTER OAK HIGH SCHOOL50693,Covina,Los Angeles,Enr,All,CHARTER OAK HIGH SCHOOL,
CHARTER OAK HIGH SCHOOL50693,Covina,Los Angeles,Adm,All,CHARTER OAK HIGH SCHOOL,
CHARTER OAK HIGH SCHOOL50693,Covina,Los Angeles,App,All,CHARTER OAK HIGH SCHOOL,31
CHARTER SCHOOL OF SAN DIEGO52831,San Diego,San Diego,Enr,Unknown,CHARTER SCHOOL OF SAN DIEGO,
CHARTER SCHOOL OF SAN DIEGO52831,San Diego,San Diego,Adm,Unknown,CHARTER SCHOOL OF SAN DIEGO,
CHARTER SCHOOL OF SAN DIEGO52831,San Diego,San Diego,App,Unknown,CHARTER SCHOOL OF SAN DIEGO,
CHARTER SCHOOL OF SAN DIEGO52831,San Diego,San Diego,Enr,Other,CHARTER SCHOOL OF SAN DIEGO,
CHARTER SCHOOL OF SAN DIEGO52831,San Diego,San Diego,Adm,Other,CHARTER SCHOOL OF SAN DIEGO,
CHARTER SCHOOL OF SAN DIEGO52831,San Diego,San Diego,App,Other,CHARTER SCHOOL OF SAN DIEGO,
CHARTER SCHOOL OF SAN DIEGO52831,San Diego,San Diego,Enr,Male,CHARTER SCHOOL OF SAN DIEGO,
CHARTER SCHOOL OF SAN DIEGO52831,San Diego,San Diego,Adm,Male,CHARTER SCHOOL OF SAN DIEGO,
CHARTER SCHOOL OF SAN DIEGO52831,San Diego,San Diego,App,Male,CHARTER SCHOOL OF SAN DIEGO,
CHARTER SCHOOL OF SAN DIEGO52831,San Diego,San Diego,Enr,Female,CHARTER SCHOOL OF SAN DIEGO,
CHARTER SCHOOL OF SAN DIEGO52831,San Diego,San Diego,Adm,Female,CHARTER SCHOOL OF SAN DIEGO,
CHARTER SCHOOL OF SAN DIEGO52831,San Diego,San Diego,App,Female,CHARTER SCHOOL OF SAN DIEGO,5
CHARTER SCHOOL OF SAN DIEGO52831,San Diego,San Diego,Enr,All,CHARTER SCHOOL OF SAN DIEGO,
CHARTER SCHOOL OF SAN DIEGO52831,San Diego,San Diego,Adm,All,CHARTER SCHOOL OF SAN DIEGO,
CHARTER SCHOOL OF SAN DIEGO52831,San Diego,San Diego,App,All,CHARTER SCHOOL OF SAN DIEGO,7
CHATSWORTH HIGH SCHOOL50528,Chatsworth,Los Angeles,Enr,Unknown,CHATSWORTH HIGH SCHOOL,
CHATSWORTH HIGH SCHOOL50528,Chatsworth,Los Angeles,Adm,Unknown,CHATSWORTH HIGH SCHOOL,
CHATSWORTH HIGH SCHOOL50528,Chatsworth,Los Angeles,App,Unknown,CHATSWORTH HIGH SCHOOL,
CHATSWORTH HIGH SCHOOL50528,Chatsworth,Los Angeles,Enr,Other,CHATSWORTH HIGH SCHOOL,
CHATSWORTH HIGH SCHOOL50528,Chatsworth,Los Angeles,Adm,Other,CHATSWORTH HIGH SCHOOL,
CHATSWORTH HIGH SCHOOL50528,Chatsworth,Los Angeles,App,Other,CHATSWORTH HIGH SCHOOL,
CHATSWORTH HIGH SCHOOL50528,Chatsworth,Los Angeles,Enr,Male,CHATSWORTH HIGH SCHOOL,
CHATSWORTH HIGH SCHOOL50528,Chatsworth,Los Angeles,Adm,Male,CHATSWORTH HIGH SCHOOL,5
CHATSWORTH HIGH SCHOOL50528,Chatsworth,Los Angeles,App,Male,CHATSWORTH HIGH SCHOOL,25
CHATSWORTH HIGH SCHOOL50528,Chatsworth,Los Angeles,Enr,Female,CHATSWORTH HIGH SCHOOL,3
CHATSWORTH HIGH SCHOOL50528,Chatsworth,Los Angeles,Adm,Female,CHATSWORTH HIGH SCHOOL,5
CHATSWORTH HIGH SCHOOL50528,Chatsworth,Los Angeles,App,Female,CHATSWORTH HIGH SCHOOL,24
CHATSWORTH HIGH SCHOOL50528,Chatsworth,Los Angeles,Enr,All,CHATSWORTH HIGH SCHOOL,5
CHATSWORTH HIGH SCHOOL50528,Chatsworth,Los Angeles,Adm,All,CHATSWORTH HIGH SCHOOL,10
CHATSWORTH HIGH SCHOOL50528,Chatsworth,Los Angeles,App,All,CHATSWORTH HIGH SCHOOL,49
CHESTER HIGH SCHOOL50535,Chester,Plumas,Enr,Unknown,CHESTER HIGH SCHOOL,
CHESTER HIGH SCHOOL50535,Chester,Plumas,Adm,Unknown,CHESTER HIGH SCHOOL,
CHESTER HIGH SCHOOL50535,Chester,Plumas,App,Unknown,CHESTER HIGH SCHOOL,
CHESTER HIGH SCHOOL50535,Chester,Plumas,Enr,Other,CHESTER HIGH SCHOOL,
CHESTER HIGH SCHOOL50535,Chester,Plumas,Adm,Other,CHESTER HIGH SCHOOL,
CHESTER HIGH SCHOOL50535,Chester,Plumas,App,Other,CHESTER HIGH SCHOOL,
CHESTER HIGH SCHOOL50535,Chester,Plumas,Enr,Female,CHESTER HIGH SCHOOL,
CHESTER HIGH SCHOOL50535,Chester,Plumas,Adm,Female,CHESTER HIGH SCHOOL,
CHESTER HIGH SCHOOL50535,Chester,Plumas,App,Female,CHESTER HIGH SCHOOL,
CHESTER HIGH SCHOOL50535,Chester,Plumas,Enr,All,CHESTER HIGH SCHOOL,
CHESTER HIGH SCHOOL50535,Chester,Plumas,Adm,All,CHESTER HIGH SCHOOL,
CHESTER HIGH SCHOOL50535,Chester,Plumas,App,All,CHESTER HIGH SCHOOL,
CHICO SENIOR HIGH SCHOOL50545,Chico,Butte,Enr,Unknown,CHICO SENIOR HIGH SCHOOL,
CHICO SENIOR HIGH SCHOOL50545,Chico,Butte,Adm,Unknown,CHICO SENIOR HIGH SCHOOL,
CHICO SENIOR HIGH SCHOOL50545,Chico,Butte,App,Unknown,CHICO SENIOR HIGH SCHOOL,
CHICO SENIOR HIGH SCHOOL50545,Chico,Butte,Enr,Other,CHICO SENIOR HIGH SCHOOL,
CHICO SENIOR HIGH SCHOOL50545,Chico,Butte,Adm,Other,CHICO SENIOR HIGH SCHOOL,
CHICO SENIOR HIGH SCHOOL50545,Chico,Butte,App,Other,CHICO SENIOR HIGH SCHOOL,
CHICO SENIOR HIGH SCHOOL50545,Chico,Butte,Enr,Male,CHICO SENIOR HIGH SCHOOL,
CHICO SENIOR HIGH SCHOOL50545,Chico,Butte,Adm,Male,CHICO SENIOR HIGH SCHOOL,
CHICO SENIOR HIGH SCHOOL50545,Chico,Butte,App,Male,CHICO SENIOR HIGH SCHOOL,10
CHICO SENIOR HIGH SCHOOL50545,Chico,Butte,Enr,Female,CHICO SENIOR HIGH SCHOOL,
CHICO SENIOR HIGH SCHOOL50545,Chico,Butte,Adm,Female,CHICO SENIOR HIGH SCHOOL,5
CHICO SENIOR HIGH SCHOOL50545,Chico,Butte,App,Female,CHICO SENIOR HIGH SCHOOL,24
CHICO SENIOR HIGH SCHOOL50545,Chico,Butte,Enr,All,CHICO SENIOR HIGH SCHOOL,4
CHICO SENIOR HIGH SCHOOL50545,Chico,Butte,Adm,All,CHICO SENIOR HIGH SCHOOL,7
CHICO SENIOR HIGH SCHOOL50545,Chico,Butte,App,All,CHICO SENIOR HIGH SCHOOL,36
CHINO HIGH SCHOOL50555,Chino,San Bernardino,Enr,Unknown,CHINO HIGH SCHOOL,
CHINO HIGH SCHOOL50555,Chino,San Bernardino,Adm,Unknown,CHINO HIGH SCHOOL,
CHINO HIGH SCHOOL50555,Chino,San Bernardino,App,Unknown,CHINO HIGH SCHOOL,
CHINO HIGH SCHOOL50555,Chino,San Bernardino,Enr,Other,CHINO HIGH SCHOOL,
CHINO HIGH SCHOOL50555,Chino,San Bernardino,Adm,Other,CHINO HIGH SCHOOL,
CHINO HIGH SCHOOL50555,Chino,San Bernardino,App,Other,CHINO HIGH SCHOOL,
CHINO HIGH SCHOOL50555,Chino,San Bernardino,Enr,Male,CHINO HIGH SCHOOL,
CHINO HIGH SCHOOL50555,Chino,San Bernardino,Adm,Male,CHINO HIGH SCHOOL,
CHINO HIGH SCHOOL50555,Chino,San Bernardino,App,Male,CHINO HIGH SCHOOL,11
CHINO HIGH SCHOOL50555,Chino,San Bernardino,Enr,Female,CHINO HIGH SCHOOL,
CHINO HIGH SCHOOL50555,Chino,San Bernardino,Adm,Female,CHINO HIGH SCHOOL,4
CHINO HIGH SCHOOL50555,Chino,San Bernardino,App,Female,CHINO HIGH SCHOOL,11
CHINO HIGH SCHOOL50555,Chino,San Bernardino,Enr,All,CHINO HIGH SCHOOL,
CHINO HIGH SCHOOL50555,Chino,San Bernardino,Adm,All,CHINO HIGH SCHOOL,6
CHINO HIGH SCHOOL50555,Chino,San Bernardino,App,All,CHINO HIGH SCHOOL,24
CHINO HILLS HIGH SCHOOL50564,Chino Hills,San Bernardino,Enr,Unknown,CHINO HILLS HIGH SCHOOL,
CHINO HILLS HIGH SCHOOL50564,Chino Hills,San Bernardino,Adm,Unknown,CHINO HILLS HIGH SCHOOL,
CHINO HILLS HIGH SCHOOL50564,Chino Hills,San Bernardino,App,Unknown,CHINO HILLS HIGH SCHOOL,
CHINO HILLS HIGH SCHOOL50564,Chino Hills,San Bernardino,Enr,Other,CHINO HILLS HIGH SCHOOL,
CHINO HILLS HIGH SCHOOL50564,Chino Hills,San Bernardino,Adm,Other,CHINO HILLS HIGH SCHOOL,
CHINO HILLS HIGH SCHOOL50564,Chino Hills,San Bernardino,App,Other,CHINO HILLS HIGH SCHOOL,
CHINO HILLS HIGH SCHOOL50564,Chino Hills,San Bernardino,Enr,Male,CHINO HILLS HIGH SCHOOL,4
CHINO HILLS HIGH SCHOOL50564,Chino Hills,San Bernardino,Adm,Male,CHINO HILLS HIGH SCHOOL,9
CHINO HILLS HIGH SCHOOL50564,Chino Hills,San Bernardino,App,Male,CHINO HILLS HIGH SCHOOL,47
CHINO HILLS HIGH SCHOOL50564,Chino Hills,San Bernardino,Enr,Female,CHINO HILLS HIGH SCHOOL,4
CHINO HILLS HIGH SCHOOL50564,Chino Hills,San Bernardino,Adm,Female,CHINO HILLS HIGH SCHOOL,13
CHINO HILLS HIGH SCHOOL50564,Chino Hills,San Bernardino,App,Female,CHINO HILLS HIGH SCHOOL,84
CHINO HILLS HIGH SCHOOL50564,Chino Hills,San Bernardino,Enr,All,CHINO HILLS HIGH SCHOOL,8
CHINO HILLS HIGH SCHOOL50564,Chino Hills,San Bernardino,Adm,All,CHINO HILLS HIGH SCHOOL,22
CHINO HILLS HIGH SCHOOL50564,Chino Hills,San Bernardino,App,All,CHINO HILLS HIGH SCHOOL,133
CHOWCHILLA UNION HIGH SCHOOL50570,Chowchilla,Madera,Enr,Unknown,CHOWCHILLA UNION HIGH SCHOOL,
CHOWCHILLA UNION HIGH SCHOOL50570,Chowchilla,Madera,Adm,Unknown,CHOWCHILLA UNION HIGH SCHOOL,
CHOWCHILLA UNION HIGH SCHOOL50570,Chowchilla,Madera,App,Unknown,CHOWCHILLA UNION HIGH SCHOOL,
CHOWCHILLA UNION HIGH SCHOOL50570,Chowchilla,Madera,Enr,Other,CHOWCHILLA UNION HIGH SCHOOL,
CHOWCHILLA UNION HIGH SCHOOL50570,Chowchilla,Madera,Adm,Other,CHOWCHILLA UNION HIGH SCHOOL,
CHOWCHILLA UNION HIGH SCHOOL50570,Chowchilla,Madera,App,Other,CHOWCHILLA UNION HIGH SCHOOL,
CHOWCHILLA UNION HIGH SCHOOL50570,Chowchilla,Madera,Enr,Male,CHOWCHILLA UNION HIGH SCHOOL,
CHOWCHILLA UNION HIGH SCHOOL50570,Chowchilla,Madera,Adm,Male,CHOWCHILLA UNION HIGH SCHOOL,
CHOWCHILLA UNION HIGH SCHOOL50570,Chowchilla,Madera,App,Male,CHOWCHILLA UNION HIGH SCHOOL,
CHOWCHILLA UNION HIGH SCHOOL50570,Chowchilla,Madera,Enr,Female,CHOWCHILLA UNION HIGH SCHOOL,
CHOWCHILLA UNION HIGH SCHOOL50570,Chowchilla,Madera,Adm,Female,CHOWCHILLA UNION HIGH SCHOOL,
CHOWCHILLA UNION HIGH SCHOOL50570,Chowchilla,Madera,App,Female,CHOWCHILLA UNION HIGH SCHOOL,11
CHOWCHILLA UNION HIGH SCHOOL50570,Chowchilla,Madera,Enr,All,CHOWCHILLA UNION HIGH SCHOOL,
CHOWCHILLA UNION HIGH SCHOOL50570,Chowchilla,Madera,Adm,All,CHOWCHILLA UNION HIGH SCHOOL,3
CHOWCHILLA UNION HIGH SCHOOL50570,Chowchilla,Madera,App,All,CHOWCHILLA UNION HIGH SCHOOL,14
CHRISTOPHER HIGH SCHOOL54364,Gilroy,Santa Clara,Enr,Unknown,CHRISTOPHER HIGH SCHOOL,
CHRISTOPHER HIGH SCHOOL54364,Gilroy,Santa Clara,Adm,Unknown,CHRISTOPHER HIGH SCHOOL,
CHRISTOPHER HIGH SCHOOL54364,Gilroy,Santa Clara,App,Unknown,CHRISTOPHER HIGH SCHOOL,
CHRISTOPHER HIGH SCHOOL54364,Gilroy,Santa Clara,Enr,Other,CHRISTOPHER HIGH SCHOOL,
CHRISTOPHER HIGH SCHOOL54364,Gilroy,Santa Clara,Adm,Other,CHRISTOPHER HIGH SCHOOL,
CHRISTOPHER HIGH SCHOOL54364,Gilroy,Santa Clara,App,Other,CHRISTOPHER HIGH SCHOOL,
CHRISTOPHER HIGH SCHOOL54364,Gilroy,Santa Clara,Enr,Male,CHRISTOPHER HIGH SCHOOL,
CHRISTOPHER HIGH SCHOOL54364,Gilroy,Santa Clara,Adm,Male,CHRISTOPHER HIGH SCHOOL,
CHRISTOPHER HIGH SCHOOL54364,Gilroy,Santa Clara,App,Male,CHRISTOPHER HIGH SCHOOL,21
CHRISTOPHER HIGH SCHOOL54364,Gilroy,Santa Clara,Enr,Female,CHRISTOPHER HIGH SCHOOL,4
CHRISTOPHER HIGH SCHOOL54364,Gilroy,Santa Clara,Adm,Female,CHRISTOPHER HIGH SCHOOL,5
CHRISTOPHER HIGH SCHOOL54364,Gilroy,Santa Clara,App,Female,CHRISTOPHER HIGH SCHOOL,25
CHRISTOPHER HIGH SCHOOL54364,Gilroy,Santa Clara,Enr,All,CHRISTOPHER HIGH SCHOOL,5
CHRISTOPHER HIGH SCHOOL54364,Gilroy,Santa Clara,Adm,All,CHRISTOPHER HIGH SCHOOL,7
CHRISTOPHER HIGH SCHOOL54364,Gilroy,Santa Clara,App,All,CHRISTOPHER HIGH SCHOOL,46
CHULA VISTA LRNG CMNTY CHARTER54654,Chula Vista,San Diego,Enr,Unknown,CHULA VISTA LRNG CMNTY CHARTER,
CHULA VISTA LRNG CMNTY CHARTER54654,Chula Vista,San Diego,Adm,Unknown,CHULA VISTA LRNG CMNTY CHARTER,
CHULA VISTA LRNG CMNTY CHARTER54654,Chula Vista,San Diego,App,Unknown,CHULA VISTA LRNG CMNTY CHARTER,
CHULA VISTA LRNG CMNTY CHARTER54654,Chula Vista,San Diego,Enr,Other,CHULA VISTA LRNG CMNTY CHARTER,
CHULA VISTA LRNG CMNTY CHARTER54654,Chula Vista,San Diego,Adm,Other,CHULA VISTA LRNG CMNTY CHARTER,
CHULA VISTA LRNG CMNTY CHARTER54654,Chula Vista,San Diego,App,Other,CHULA VISTA LRNG CMNTY CHARTER,
CHULA VISTA LRNG CMNTY CHARTER54654,Chula Vista,San Diego,Enr,Male,CHULA VISTA LRNG CMNTY CHARTER,
CHULA VISTA LRNG CMNTY CHARTER54654,Chula Vista,San Diego,Adm,Male,CHULA VISTA LRNG CMNTY CHARTER,
CHULA VISTA LRNG CMNTY CHARTER54654,Chula Vista,San Diego,App,Male,CHULA VISTA LRNG CMNTY CHARTER,12
CHULA VISTA LRNG CMNTY CHARTER54654,Chula Vista,San Diego,Enr,Female,CHULA VISTA LRNG CMNTY CHARTER,3
CHULA VISTA LRNG CMNTY CHARTER54654,Chula Vista,San Diego,Adm,Female,CHULA VISTA LRNG CMNTY CHARTER,6
CHULA VISTA LRNG CMNTY CHARTER54654,Chula Vista,San Diego,App,Female,CHULA VISTA LRNG CMNTY CHARTER,18
CHULA VISTA LRNG CMNTY CHARTER54654,Chula Vista,San Diego,Enr,All,CHULA VISTA LRNG CMNTY CHARTER,3
CHULA VISTA LRNG CMNTY CHARTER54654,Chula Vista,San Diego,Adm,All,CHULA VISTA LRNG CMNTY CHARTER,7
CHULA VISTA LRNG CMNTY CHARTER54654,Chula Vista,San Diego,App,All,CHULA VISTA LRNG CMNTY CHARTER,30
CHULA VISTA SENIOR HIGH SCHOOL50580,Chula Vista,San Diego,Enr,Unknown,CHULA VISTA SENIOR HIGH SCHOOL,
CHULA VISTA SENIOR HIGH SCHOOL50580,Chula Vista,San Diego,Adm,Unknown,CHULA VISTA SENIOR HIGH SCHOOL,
CHULA VISTA SENIOR HIGH SCHOOL50580,Chula Vista,San Diego,App,Unknown,CHULA VISTA SENIOR HIGH SCHOOL,
CHULA VISTA SENIOR HIGH SCHOOL50580,Chula Vista,San Diego,Enr,Other,CHULA VISTA SENIOR HIGH SCHOOL,
CHULA VISTA SENIOR HIGH SCHOOL50580,Chula Vista,San Diego,Adm,Other,CHULA VISTA SENIOR HIGH SCHOOL,
CHULA VISTA SENIOR HIGH SCHOOL50580,Chula Vista,San Diego,App,Other,CHULA VISTA SENIOR HIGH SCHOOL,
CHULA VISTA SENIOR HIGH SCHOOL50580,Chula Vista,San Diego,Enr,Male,CHULA VISTA SENIOR HIGH SCHOOL,
CHULA VISTA SENIOR HIGH SCHOOL50580,Chula Vista,San Diego,Adm,Male,CHULA VISTA SENIOR HIGH SCHOOL,
CHULA VISTA SENIOR HIGH SCHOOL50580,Chula Vista,San Diego,App,Male,CHULA VISTA SENIOR HIGH SCHOOL,13
CHULA VISTA SENIOR HIGH SCHOOL50580,Chula Vista,San Diego,Enr,Female,CHULA VISTA SENIOR HIGH SCHOOL,
CHULA VISTA SENIOR HIGH SCHOOL50580,Chula Vista,San Diego,Adm,Female,CHULA VISTA SENIOR HIGH SCHOOL,8
CHULA VISTA SENIOR HIGH SCHOOL50580,Chula Vista,San Diego,App,Female,CHULA VISTA SENIOR HIGH SCHOOL,29
CHULA VISTA SENIOR HIGH SCHOOL50580,Chula Vista,San Diego,Enr,All,CHULA VISTA SENIOR HIGH SCHOOL,
CHULA VISTA SENIOR HIGH SCHOOL50580,Chula Vista,San Diego,Adm,All,CHULA VISTA SENIOR HIGH SCHOOL,9
CHULA VISTA SENIOR HIGH SCHOOL50580,Chula Vista,San Diego,App,All,CHULA VISTA SENIOR HIGH SCHOOL,43
CIRCLE OF INDEPENDENT LEARNING51061,Fremont,Alameda,Enr,Unknown,CIRCLE OF INDEPENDENT LEARNING,
CIRCLE OF INDEPENDENT LEARNING51061,Fremont,Alameda,Adm,Unknown,CIRCLE OF INDEPENDENT LEARNING,
CIRCLE OF INDEPENDENT LEARNING51061,Fremont,Alameda,App,Unknown,CIRCLE OF INDEPENDENT LEARNING,
CIRCLE OF INDEPENDENT LEARNING51061,Fremont,Alameda,Enr,Other,CIRCLE OF INDEPENDENT LEARNING,
CIRCLE OF INDEPENDENT LEARNING51061,Fremont,Alameda,Adm,Other,CIRCLE OF INDEPENDENT LEARNING,
CIRCLE OF INDEPENDENT LEARNING51061,Fremont,Alameda,App,Other,CIRCLE OF INDEPENDENT LEARNING,
CIRCLE OF INDEPENDENT LEARNING51061,Fremont,Alameda,Enr,Male,CIRCLE OF INDEPENDENT LEARNING,
CIRCLE OF INDEPENDENT LEARNING51061,Fremont,Alameda,Adm,Male,CIRCLE OF INDEPENDENT LEARNING,
CIRCLE OF INDEPENDENT LEARNING51061,Fremont,Alameda,App,Male,CIRCLE OF INDEPENDENT LEARNING,5
CIRCLE OF INDEPENDENT LEARNING51061,Fremont,Alameda,Enr,Female,CIRCLE OF INDEPENDENT LEARNING,
CIRCLE OF INDEPENDENT LEARNING51061,Fremont,Alameda,Adm,Female,CIRCLE OF INDEPENDENT LEARNING,
CIRCLE OF INDEPENDENT LEARNING51061,Fremont,Alameda,App,Female,CIRCLE OF INDEPENDENT LEARNING,
CIRCLE OF INDEPENDENT LEARNING51061,Fremont,Alameda,Enr,All,CIRCLE OF INDEPENDENT LEARNING,
CIRCLE OF INDEPENDENT LEARNING51061,Fremont,Alameda,Adm,All,CIRCLE OF INDEPENDENT LEARNING,
CIRCLE OF INDEPENDENT LEARNING51061,Fremont,Alameda,App,All,CIRCLE OF INDEPENDENT LEARNING,8
CITRUS HILL HIGH SCHOOL53978,Perris,Riverside,Enr,Unknown,CITRUS HILL HIGH SCHOOL,
CITRUS HILL HIGH SCHOOL53978,Perris,Riverside,Adm,Unknown,CITRUS HILL HIGH SCHOOL,
CITRUS HILL HIGH SCHOOL53978,Perris,Riverside,App,Unknown,CITRUS HILL HIGH SCHOOL,
CITRUS HILL HIGH SCHOOL53978,Perris,Riverside,Enr,Other,CITRUS HILL HIGH SCHOOL,
CITRUS HILL HIGH SCHOOL53978,Perris,Riverside,Adm,Other,CITRUS HILL HIGH SCHOOL,
CITRUS HILL HIGH SCHOOL53978,Perris,Riverside,App,Other,CITRUS HILL HIGH SCHOOL,
CITRUS HILL HIGH SCHOOL53978,Perris,Riverside,Enr,Male,CITRUS HILL HIGH SCHOOL,
CITRUS HILL HIGH SCHOOL53978,Perris,Riverside,Adm,Male,CITRUS HILL HIGH SCHOOL,
CITRUS HILL HIGH SCHOOL53978,Perris,Riverside,App,Male,CITRUS HILL HIGH SCHOOL,8
CITRUS HILL HIGH SCHOOL53978,Perris,Riverside,Enr,Female,CITRUS HILL HIGH SCHOOL,
CITRUS HILL HIGH SCHOOL53978,Perris,Riverside,Adm,Female,CITRUS HILL HIGH SCHOOL,6
CITRUS HILL HIGH SCHOOL53978,Perris,Riverside,App,Female,CITRUS HILL HIGH SCHOOL,29
CITRUS HILL HIGH SCHOOL53978,Perris,Riverside,Enr,All,CITRUS HILL HIGH SCHOOL,
CITRUS HILL HIGH SCHOOL53978,Perris,Riverside,Adm,All,CITRUS HILL HIGH SCHOOL,7
CITRUS HILL HIGH SCHOOL53978,Perris,Riverside,App,All,CITRUS HILL HIGH SCHOOL,38
CITRUS VALLEY HIGH SCHOOL54331,Redlands,San Bernardino,Enr,Unknown,CITRUS VALLEY HIGH SCHOOL,
CITRUS VALLEY HIGH SCHOOL54331,Redlands,San Bernardino,Adm,Unknown,CITRUS VALLEY HIGH SCHOOL,
CITRUS VALLEY HIGH SCHOOL54331,Redlands,San Bernardino,App,Unknown,CITRUS VALLEY HIGH SCHOOL,
CITRUS VALLEY HIGH SCHOOL54331,Redlands,San Bernardino,Enr,Other,CITRUS VALLEY HIGH SCHOOL,
CITRUS VALLEY HIGH SCHOOL54331,Redlands,San Bernardino,Adm,Other,CITRUS VALLEY HIGH SCHOOL,
CITRUS VALLEY HIGH SCHOOL54331,Redlands,San Bernardino,App,Other,CITRUS VALLEY HIGH SCHOOL,
CITRUS VALLEY HIGH SCHOOL54331,Redlands,San Bernardino,Enr,Male,CITRUS VALLEY HIGH SCHOOL,
CITRUS VALLEY HIGH SCHOOL54331,Redlands,San Bernardino,Adm,Male,CITRUS VALLEY HIGH SCHOOL,
CITRUS VALLEY HIGH SCHOOL54331,Redlands,San Bernardino,App,Male,CITRUS VALLEY HIGH SCHOOL,15
CITRUS VALLEY HIGH SCHOOL54331,Redlands,San Bernardino,Enr,Female,CITRUS VALLEY HIGH SCHOOL,
