Calculation1,City,County/State/ Territory,Count,gender,School,Pivot Field Values
ACADEMY OF THE REDWOODS54135,Eureka,Humboldt,Enr,Other,ACADEMY OF THE REDWOODS,
ACADEMY OF THE REDWOODS54135,Eureka,Humboldt,Adm,Other,ACADEMY OF THE REDWOODS,
ACADEMY OF THE REDWOODS54135,Eureka,Humboldt,App,Other,ACADEMY OF THE REDWOODS,
ACADEMY OF THE REDWOODS54135,Eureka,Humboldt,Enr,Male,ACADEMY OF THE REDWOODS,
ACADEMY OF THE REDWOODS54135,Eureka,Humboldt,Adm,Male,ACADEMY OF THE REDWOODS,
ACADEMY OF THE REDWOODS54135,Eureka,Humboldt,App,Male,ACADEMY OF THE REDWOODS,
ACADEMY OF THE REDWOODS54135,Eureka,Humboldt,Enr,Female,ACADEMY OF THE REDWOODS,
ACADEMY OF THE REDWOODS54135,Eureka,Humboldt,Adm,Female,ACADEMY OF THE REDWOODS,
ACADEMY OF THE REDWOODS54135,Eureka,Humboldt,App,Female,ACADEMY OF THE REDWOODS,
ACADEMY OF THE REDWOODS54135,Eureka,Humboldt,Enr,All,ACADEMY OF THE REDWOODS,
ACADEMY OF THE REDWOODS54135,Eureka,Humboldt,Adm,All,ACADEMY OF THE REDWOODS,
ACADEMY OF THE REDWOODS54135,Eureka,Humboldt,App,All,ACADEMY OF THE REDWOODS,5
ACADEMY-SAN FRAN @ MCATEER54439,San Francisco,San Francisco,Enr,Unknown,ACADEMY-SAN FRAN @ MCATEER,
ACADEMY-SAN FRAN @ MCATEER54439,San Francisco,San Francisco,Adm,Unknown,ACADEMY-SAN FRAN @ MCATEER,
ACADEMY-SAN FRAN @ MCATEER54439,San Francisco,San Francisco,App,Unknown,ACADEMY-SAN FRAN @ MCATEER,
ACADEMY-SAN FRAN @ MCATEER54439,San Francisco,San Francisco,Enr,Other,ACADEMY-SAN FRAN @ MCATEER,
ACADEMY-SAN FRAN @ MCATEER54439,San Francisco,San Francisco,Adm,Other,ACADEMY-SAN FRAN @ MCATEER,
ACADEMY-SAN FRAN @ MCATEER54439,San Francisco,San Francisco,App,Other,ACADEMY-SAN FRAN @ MCATEER,
ACADEMY-SAN FRAN @ MCATEER54439,San Francisco,San Francisco,Enr,Male,ACADEMY-SAN FRAN @ MCATEER,
ACADEMY-SAN FRAN @ MCATEER54439,San Francisco,San Francisco,Adm,Male,ACADEMY-SAN FRAN @ MCATEER,3
ACADEMY-SAN FRAN @ MCATEER54439,San Francisco,San Francisco,App,Male,ACADEMY-SAN FRAN @ MCATEER,12
ACADEMY-SAN FRAN @ MCATEER54439,San Francisco,San Francisco,Enr,Female,ACADEMY-SAN FRAN @ MCATEER,
ACADEMY-SAN FRAN @ MCATEER54439,San Francisco,San Francisco,Adm,Female,ACADEMY-SAN FRAN @ MCATEER,
ACADEMY-SAN FRAN @ MCATEER54439,San Francisco,San Francisco,App,Female,ACADEMY-SAN FRAN @ MCATEER,11
ACADEMY-SAN FRAN @ MCATEER54439,San Francisco,San Francisco,Enr,All,ACADEMY-SAN FRAN @ MCATEER,
ACADEMY-SAN FRAN @ MCATEER54439,San Francisco,San Francisco,Adm,All,ACADEMY-SAN FRAN @ MCATEER,4
ACADEMY-SAN FRAN @ MCATEER54439,San Francisco,San Francisco,App,All,ACADEMY-SAN FRAN @ MCATEER,24
ACALANES CENTER FOR IND STUDY53926,Walnut Creek,Contra Costa,Enr,Unknown,ACALANES CENTER FOR IND STUDY,
ACALANES CENTER FOR IND STUDY53926,Walnut Creek,Contra Costa,Adm,Unknown,ACALANES CENTER FOR IND STUDY,
ACALANES CENTER FOR IND STUDY53926,Walnut Creek,Contra Costa,App,Unknown,ACALANES CENTER FOR IND STUDY,
ACALANES CENTER FOR IND STUDY53926,Walnut Creek,Contra Costa,Enr,Other,ACALANES CENTER FOR IND STUDY,
ACALANES CENTER FOR IND STUDY53926,Walnut Creek,Contra Costa,Adm,Other,ACALANES CENTER FOR IND STUDY,
ACALANES CENTER FOR IND STUDY53926,Walnut Creek,Contra Costa,App,Other,ACALANES CENTER FOR IND STUDY,
ACALANES CENTER FOR IND STUDY53926,Walnut Creek,Contra Costa,Enr,Male,ACALANES CENTER FOR IND STUDY,
ACALANES CENTER FOR IND STUDY53926,Walnut Creek,Contra Costa,Adm,Male,ACALANES CENTER FOR IND STUDY,
ACALANES CENTER FOR IND STUDY53926,Walnut Creek,Contra Costa,App,Male,ACALANES CENTER FOR IND STUDY,
ACALANES CENTER FOR IND STUDY53926,Walnut Creek,Contra Costa,Enr,Female,ACALANES CENTER FOR IND STUDY,
ACALANES CENTER FOR IND STUDY53926,Walnut Creek,Contra Costa,Adm,Female,ACALANES CENTER FOR IND STUDY,
ACALANES CENTER FOR IND STUDY53926,Walnut Creek,Contra Costa,App,Female,ACALANES CENTER FOR IND STUDY,
ACALANES CENTER FOR IND STUDY53926,Walnut Creek,Contra Costa,Enr,All,ACALANES CENTER FOR IND STUDY,
ACALANES CENTER FOR IND STUDY53926,Walnut Creek,Contra Costa,Adm,All,ACALANES CENTER FOR IND STUDY,
ACALANES CENTER FOR IND STUDY53926,Walnut Creek,Contra Costa,App,All,ACALANES CENTER FOR IND STUDY,
ACALANES HIGH SCHOOL51315,Lafayette,Contra Costa,Enr,Unknown,ACALANES HIGH SCHOOL,
ACALANES HIGH SCHOOL51315,Lafayette,Contra Costa,Adm,Unknown,ACALANES HIGH SCHOOL,
ACALANES HIGH SCHOOL51315,Lafayette,Contra Costa,App,Unknown,ACALANES HIGH SCHOOL,
ACALANES HIGH SCHOOL51315,Lafayette,Contra Costa,Enr,Other,ACALANES HIGH SCHOOL,
ACALANES HIGH SCHOOL51315,Lafayette,Contra Costa,Adm,Other,ACALANES HIGH SCHOOL,
ACALANES HIGH SCHOOL51315,Lafayette,Contra Costa,App,Other,ACALANES HIGH SCHOOL,
ACALANES HIGH SCHOOL51315,Lafayette,Contra Costa,Enr,Male,ACALANES HIGH SCHOOL,7
ACALANES HIGH SCHOOL51315,Lafayette,Contra Costa,Adm,Male,ACALANES HIGH SCHOOL,10
ACALANES HIGH SCHOOL51315,Lafayette,Contra Costa,App,Male,ACALANES HIGH SCHOOL,61
ACALANES HIGH SCHOOL51315,Lafayette,Contra Costa,Enr,Female,ACALANES HIGH SCHOOL,7
ACALANES HIGH SCHOOL51315,Lafayette,Contra Costa,Adm,Female,ACALANES HIGH SCHOOL,13
ACALANES HIGH SCHOOL51315,Lafayette,Contra Costa,App,Female,ACALANES HIGH SCHOOL,54
ACALANES HIGH SCHOOL51315,Lafayette,Contra Costa,Enr,All,ACALANES HIGH SCHOOL,15
ACALANES HIGH SCHOOL51315,Lafayette,Contra Costa,Adm,All,ACALANES HIGH SCHOOL,24
ACALANES HIGH SCHOOL51315,Lafayette,Contra Costa,App,All,ACALANES HIGH SCHOOL,120
ACE CHARTER HIGH SCHOOL54660,San Jose,Santa Clara,Enr,Unknown,ACE CHARTER HIGH SCHOOL,
ACE CHARTER HIGH SCHOOL54660,San Jose,Santa Clara,Adm,Unknown,ACE CHARTER HIGH SCHOOL,
ACE CHARTER HIGH SCHOOL54660,San Jose,Santa Clara,App,Unknown,ACE CHARTER HIGH SCHOOL,
ACE CHARTER HIGH SCHOOL54660,San Jose,Santa Clara,Enr,Other,ACE CHARTER HIGH SCHOOL,
ACE CHARTER HIGH SCHOOL54660,San Jose,Santa Clara,Adm,Other,ACE CHARTER HIGH SCHOOL,
ACE CHARTER HIGH SCHOOL54660,San Jose,Santa Clara,App,Other,ACE CHARTER HIGH SCHOOL,
ACE CHARTER HIGH SCHOOL54660,San Jose,Santa Clara,Enr,Male,ACE CHARTER HIGH SCHOOL,
ACE CHARTER HIGH SCHOOL54660,San Jose,Santa Clara,Adm,Male,ACE CHARTER HIGH SCHOOL,
ACE CHARTER HIGH SCHOOL54660,San Jose,Santa Clara,App,Male,ACE CHARTER HIGH SCHOOL,8
ACE CHARTER HIGH SCHOOL54660,San Jose,Santa Clara,Enr,Female,ACE CHARTER HIGH SCHOOL,
ACE CHARTER HIGH SCHOOL54660,San Jose,Santa Clara,Adm,Female,ACE CHARTER HIGH SCHOOL,
ACE CHARTER HIGH SCHOOL54660,San Jose,Santa Clara,App,Female,ACE CHARTER HIGH SCHOOL,8
ACE CHARTER HIGH SCHOOL54660,San Jose,Santa Clara,Enr,All,ACE CHARTER HIGH SCHOOL,
ACE CHARTER HIGH SCHOOL54660,San Jose,Santa Clara,Adm,All,ACE CHARTER HIGH SCHOOL,
ACE CHARTER HIGH SCHOOL54660,San Jose,Santa Clara,App,All,ACE CHARTER HIGH SCHOOL,16
ADELANTO HIGH SCHOOL54672,Adelanto,San Bernardino,Enr,Unknown,ADELANTO HIGH SCHOOL,
ADELANTO HIGH SCHOOL54672,Adelanto,San Bernardino,Adm,Unknown,ADELANTO HIGH SCHOOL,
ADELANTO HIGH SCHOOL54672,Adelanto,San Bernardino,App,Unknown,ADELANTO HIGH SCHOOL,
ADELANTO HIGH SCHOOL54672,Adelanto,San Bernardino,Enr,Other,ADELANTO HIGH SCHOOL,
ADELANTO HIGH SCHOOL54672,Adelanto,San Bernardino,Adm,Other,ADELANTO HIGH SCHOOL,
ADELANTO HIGH SCHOOL54672,Adelanto,San Bernardino,App,Other,ADELANTO HIGH SCHOOL,
ADELANTO HIGH SCHOOL54672,Adelanto,San Bernardino,Enr,Male,ADELANTO HIGH SCHOOL,
ADELANTO HIGH SCHOOL54672,Adelanto,San Bernardino,Adm,Male,ADELANTO HIGH SCHOOL,
ADELANTO HIGH SCHOOL54672,Adelanto,San Bernardino,App,Male,ADELANTO HIGH SCHOOL,8
ADELANTO HIGH SCHOOL54672,Adelanto,San Bernardino,Enr,Female,ADELANTO HIGH SCHOOL,
ADELANTO HIGH SCHOOL54672,Adelanto,San Bernardino,Adm,Female,ADELANTO HIGH SCHOOL,5
ADELANTO HIGH SCHOOL54672,Adelanto,San Bernardino,App,Female,ADELANTO HIGH SCHOOL,16
ADELANTO HIGH SCHOOL54672,Adelanto,San Bernardino,Enr,All,ADELANTO HIGH SCHOOL,
ADELANTO HIGH SCHOOL54672,Adelanto,San Bernardino,Adm,All,ADELANTO HIGH SCHOOL,7
ADELANTO HIGH SCHOOL54672,Adelanto,San Bernardino,App,All,ADELANTO HIGH SCHOOL,26
ADOLFO CAMARILLO HIGH SCHOOL50438,Camarillo,Ventura,Enr,Unknown,ADOLFO CAMARILLO HIGH SCHOOL,
ADOLFO CAMARILLO HIGH SCHOOL50438,Camarillo,Ventura,Adm,Unknown,ADOLFO CAMARILLO HIGH SCHOOL,
ADOLFO CAMARILLO HIGH SCHOOL50438,Camarillo,Ventura,App,Unknown,ADOLFO CAMARILLO HIGH SCHOOL,
ADOLFO CAMARILLO HIGH SCHOOL50438,Camarillo,Ventura,Enr,Other,ADOLFO CAMARILLO HIGH SCHOOL,
ADOLFO CAMARILLO HIGH SCHOOL50438,Camarillo,Ventura,Adm,Other,ADOLFO CAMARILLO HIGH SCHOOL,
ADOLFO CAMARILLO HIGH SCHOOL50438,Camarillo,Ventura,App,Other,ADOLFO CAMARILLO HIGH SCHOOL,
ADOLFO CAMARILLO HIGH SCHOOL50438,Camarillo,Ventura,Enr,Male,ADOLFO CAMARILLO HIGH SCHOOL,
ADOLFO CAMARILLO HIGH SCHOOL50438,Camarillo,Ventura,Adm,Male,ADOLFO CAMARILLO HIGH SCHOOL,3
ADOLFO CAMARILLO HIGH SCHOOL50438,Camarillo,Ventura,App,Male,ADOLFO CAMARILLO HIGH SCHOOL,33
ADOLFO CAMARILLO HIGH SCHOOL50438,Camarillo,Ventura,Enr,Female,ADOLFO CAMARILLO HIGH SCHOOL,
ADOLFO CAMARILLO HIGH SCHOOL50438,Camarillo,Ventura,Adm,Female,ADOLFO CAMARILLO HIGH SCHOOL,6
ADOLFO CAMARILLO HIGH SCHOOL50438,Camarillo,Ventura,App,Female,ADOLFO CAMARILLO HIGH SCHOOL,33
ADOLFO CAMARILLO HIGH SCHOOL50438,Camarillo,Ventura,Enr,All,ADOLFO CAMARILLO HIGH SCHOOL,5
ADOLFO CAMARILLO HIGH SCHOOL50438,Camarillo,Ventura,Adm,All,ADOLFO CAMARILLO HIGH SCHOOL,11
ADOLFO CAMARILLO HIGH SCHOOL50438,Camarillo,Ventura,App,All,ADOLFO CAMARILLO HIGH SCHOOL,68
ADRIAN C WILCOX HIGH SCHOOL53276,Santa Clara,Santa Clara,Enr,Unknown,ADRIAN C WILCOX HIGH SCHOOL,
ADRIAN C WILCOX HIGH SCHOOL53276,Santa Clara,Santa Clara,Adm,Unknown,ADRIAN C WILCOX HIGH SCHOOL,
ADRIAN C WILCOX HIGH SCHOOL53276,Santa Clara,Santa Clara,App,Unknown,ADRIAN C WILCOX HIGH SCHOOL,
ADRIAN C WILCOX HIGH SCHOOL53276,Santa Clara,Santa Clara,Enr,Other,ADRIAN C WILCOX HIGH SCHOOL,
ADRIAN C WILCOX HIGH SCHOOL53276,Santa Clara,Santa Clara,Adm,Other,ADRIAN C WILCOX HIGH SCHOOL,
ADRIAN C WILCOX HIGH SCHOOL53276,Santa Clara,Santa Clara,App,Other,ADRIAN C WILCOX HIGH SCHOOL,
ADRIAN C WILCOX HIGH SCHOOL53276,Santa Clara,Santa Clara,Enr,Male,ADRIAN C WILCOX HIGH SCHOOL,4
ADRIAN C WILCOX HIGH SCHOOL53276,Santa Clara,Santa Clara,Adm,Male,ADRIAN C WILCOX HIGH SCHOOL,8
ADRIAN C WILCOX HIGH SCHOOL53276,Santa Clara,Santa Clara,App,Male,ADRIAN C WILCOX HIGH SCHOOL,58
ADRIAN C WILCOX HIGH SCHOOL53276,Santa Clara,Santa Clara,Enr,Female,ADRIAN C WILCOX HIGH SCHOOL,8
ADRIAN C WILCOX HIGH SCHOOL53276,Santa Clara,Santa Clara,Adm,Female,ADRIAN C WILCOX HIGH SCHOOL,11
ADRIAN C WILCOX HIGH SCHOOL53276,Santa Clara,Santa Clara,App,Female,ADRIAN C WILCOX HIGH SCHOOL,67
ADRIAN C WILCOX HIGH SCHOOL53276,Santa Clara,Santa Clara,Enr,All,ADRIAN C WILCOX HIGH SCHOOL,12
ADRIAN C WILCOX HIGH SCHOOL53276,Santa Clara,Santa Clara,Adm,All,ADRIAN C WILCOX HIGH SCHOOL,19
ADRIAN C WILCOX HIGH SCHOOL53276,Santa Clara,Santa Clara,App,All,ADRIAN C WILCOX HIGH SCHOOL,130
ADVANCED LRNG ACDMY EARLY COLG51005,Santa Ana,Orange,Enr,Unknown,ADVANCED LRNG ACDMY EARLY COLG,
ADVANCED LRNG ACDMY EARLY COLG51005,Santa Ana,Orange,Adm,Unknown,ADVANCED LRNG ACDMY EARLY COLG,
ADVANCED LRNG ACDMY EARLY COLG51005,Santa Ana,Orange,App,Unknown,ADVANCED LRNG ACDMY EARLY COLG,
ADVANCED LRNG ACDMY EARLY COLG51005,Santa Ana,Orange,Enr,Other,ADVANCED LRNG ACDMY EARLY COLG,
ADVANCED LRNG ACDMY EARLY COLG51005,Santa Ana,Orange,Adm,Other,ADVANCED LRNG ACDMY EARLY COLG,
ADVANCED LRNG ACDMY EARLY COLG51005,Santa Ana,Orange,App,Other,ADVANCED LRNG ACDMY EARLY COLG,
ADVANCED LRNG ACDMY EARLY COLG51005,Santa Ana,Orange,Enr,Male,ADVANCED LRNG ACDMY EARLY COLG,
ADVANCED LRNG ACDMY EARLY COLG51005,Santa Ana,Orange,Adm,Male,ADVANCED LRNG ACDMY EARLY COLG,
ADVANCED LRNG ACDMY EARLY COLG51005,Santa Ana,Orange,App,Male,ADVANCED LRNG ACDMY EARLY COLG,
ADVANCED LRNG ACDMY EARLY COLG51005,Santa Ana,Orange,Enr,Female,ADVANCED LRNG ACDMY EARLY COLG,
ADVANCED LRNG ACDMY EARLY COLG51005,Santa Ana,Orange,Adm,Female,ADVANCED LRNG ACDMY EARLY COLG,
ADVANCED LRNG ACDMY EARLY COLG51005,Santa Ana,Orange,App,Female,ADVANCED LRNG ACDMY EARLY COLG,
ADVANCED LRNG ACDMY EARLY COLG51005,Santa Ana,Orange,Enr,All,ADVANCED LRNG ACDMY EARLY COLG,
ADVANCED LRNG ACDMY EARLY COLG51005,Santa Ana,Orange,Adm,All,ADVANCED LRNG ACDMY EARLY COLG,
ADVANCED LRNG ACDMY EARLY COLG51005,Santa Ana,Orange,App,All,ADVANCED LRNG ACDMY EARLY COLG,
AGOURA HIGH SCHOOL50003,Agoura Hills,Los Angeles,Enr,Unknown,AGOURA HIGH SCHOOL,
AGOURA HIGH SCHOOL50003,Agoura Hills,Los Angeles,Adm,Unknown,AGOURA HIGH SCHOOL,
AGOURA HIGH SCHOOL50003,Agoura Hills,Los Angeles,App,Unknown,AGOURA HIGH SCHOOL,
AGOURA HIGH SCHOOL50003,Agoura Hills,Los Angeles,Enr,Other,AGOURA HIGH SCHOOL,
AGOURA HIGH SCHOOL50003,Agoura Hills,Los Angeles,Adm,Other,AGOURA HIGH SCHOOL,
AGOURA HIGH SCHOOL50003,Agoura Hills,Los Angeles,App,Other,AGOURA HIGH SCHOOL,
AGOURA HIGH SCHOOL50003,Agoura Hills,Los Angeles,Enr,Male,AGOURA HIGH SCHOOL,
AGOURA HIGH SCHOOL50003,Agoura Hills,Los Angeles,Adm,Male,AGOURA HIGH SCHOOL,3
AGOURA HIGH SCHOOL50003,Agoura Hills,Los Angeles,App,Male,AGOURA HIGH SCHOOL,41
AGOURA HIGH SCHOOL50003,Agoura Hills,Los Angeles,Enr,Female,AGOURA HIGH SCHOOL,5
AGOURA HIGH SCHOOL50003,Agoura Hills,Los Angeles,Adm,Female,AGOURA HIGH SCHOOL,8
AGOURA HIGH SCHOOL50003,Agoura Hills,Los Angeles,App,Female,AGOURA HIGH SCHOOL,37
AGOURA HIGH SCHOOL50003,Agoura Hills,Los Angeles,Enr,All,AGOURA HIGH SCHOOL,6
AGOURA HIGH SCHOOL50003,Agoura Hills,Los Angeles,Adm,All,AGOURA HIGH SCHOOL,11
AGOURA HIGH SCHOOL50003,Agoura Hills,Los Angeles,App,All,AGOURA HIGH SCHOOL,81
AIMS COLLEGE PREP HIGH SCHOOL54176,Oakland,Alameda,Enr,Unknown,AIMS COLLEGE PREP HIGH SCHOOL,
AIMS COLLEGE PREP HIGH SCHOOL54176,Oakland,Alameda,Adm,Unknown,AIMS COLLEGE PREP HIGH SCHOOL,
AIMS COLLEGE PREP HIGH SCHOOL54176,Oakland,Alameda,App,Unknown,AIMS COLLEGE PREP HIGH SCHOOL,
AIMS COLLEGE PREP HIGH SCHOOL54176,Oakland,Alameda,Enr,Other,AIMS COLLEGE PREP HIGH SCHOOL,
AIMS COLLEGE PREP HIGH SCHOOL54176,Oakland,Alameda,Adm,Other,AIMS COLLEGE PREP HIGH SCHOOL,
AIMS COLLEGE PREP HIGH SCHOOL54176,Oakland,Alameda,App,Other,AIMS COLLEGE PREP HIGH SCHOOL,
AIMS COLLEGE PREP HIGH SCHOOL54176,Oakland,Alameda,Enr,Male,AIMS COLLEGE PREP HIGH SCHOOL,
AIMS COLLEGE PREP HIGH SCHOOL54176,Oakland,Alameda,Adm,Male,AIMS COLLEGE PREP HIGH SCHOOL,4
AIMS COLLEGE PREP HIGH SCHOOL54176,Oakland,Alameda,App,Male,AIMS COLLEGE PREP HIGH SCHOOL,41
AIMS COLLEGE PREP HIGH SCHOOL54176,Oakland,Alameda,Enr,Female,AIMS COLLEGE PREP HIGH SCHOOL,
AIMS COLLEGE PREP HIGH SCHOOL54176,Oakland,Alameda,Adm,Female,AIMS COLLEGE PREP HIGH SCHOOL,
AIMS COLLEGE PREP HIGH SCHOOL54176,Oakland,Alameda,App,Female,AIMS COLLEGE PREP HIGH SCHOOL,23
AIMS COLLEGE PREP HIGH SCHOOL54176,Oakland,Alameda,Enr,All,AIMS COLLEGE PREP HIGH SCHOOL,
AIMS COLLEGE PREP HIGH SCHOOL54176,Oakland,Alameda,Adm,All,AIMS COLLEGE PREP HIGH SCHOOL,6
AIMS COLLEGE PREP HIGH SCHOOL54176,Oakland,Alameda,App,All,AIMS COLLEGE PREP HIGH SCHOOL,67
ALAIN LEROY LOCKE COLLEGE PREP54367,Los Angeles,Los Angeles,Enr,Unknown,ALAIN LEROY LOCKE COLLEGE PREP,
ALAIN LEROY LOCKE COLLEGE PREP54367,Los Angeles,Los Angeles,Adm,Unknown,ALAIN LEROY LOCKE COLLEGE PREP,
ALAIN LEROY LOCKE COLLEGE PREP54367,Los Angeles,Los Angeles,App,Unknown,ALAIN LEROY LOCKE COLLEGE PREP,
ALAIN LEROY LOCKE COLLEGE PREP54367,Los Angeles,Los Angeles,Enr,Other,ALAIN LEROY LOCKE COLLEGE PREP,
ALAIN LEROY LOCKE COLLEGE PREP54367,Los Angeles,Los Angeles,Adm,Other,ALAIN LEROY LOCKE COLLEGE PREP,
ALAIN LEROY LOCKE COLLEGE PREP54367,Los Angeles,Los Angeles,App,Other,ALAIN LEROY LOCKE COLLEGE PREP,
ALAIN LEROY LOCKE COLLEGE PREP54367,Los Angeles,Los Angeles,Enr,Male,ALAIN LEROY LOCKE COLLEGE PREP,
ALAIN LEROY LOCKE COLLEGE PREP54367,Los Angeles,Los Angeles,Adm,Male,ALAIN LEROY LOCKE COLLEGE PREP,
ALAIN LEROY LOCKE COLLEGE PREP54367,Los Angeles,Los Angeles,App,Male,ALAIN LEROY LOCKE COLLEGE PREP,10
ALAIN LEROY LOCKE COLLEGE PREP54367,Los Angeles,Los Angeles,Enr,Female,ALAIN LEROY LOCKE COLLEGE PREP,3
ALAIN LEROY LOCKE COLLEGE PREP54367,Los Angeles,Los Angeles,Adm,Female,ALAIN LEROY LOCKE COLLEGE PREP,4
ALAIN LEROY LOCKE COLLEGE PREP54367,Los Angeles,Los Angeles,App,Female,ALAIN LEROY LOCKE COLLEGE PREP,16
ALAIN LEROY LOCKE COLLEGE PREP54367,Los Angeles,Los Angeles,Enr,All,ALAIN LEROY LOCKE COLLEGE PREP,3
ALAIN LEROY LOCKE COLLEGE PREP54367,Los Angeles,Los Angeles,Adm,All,ALAIN LEROY LOCKE COLLEGE PREP,4
ALAIN LEROY LOCKE COLLEGE PREP54367,Los Angeles,Los Angeles,App,All,ALAIN LEROY LOCKE COLLEGE PREP,27
ALAMEDA COMMUNITY LEARNING CTR50011,Alameda,Alameda,Enr,Unknown,ALAMEDA COMMUNITY LEARNING CTR,
ALAMEDA COMMUNITY LEARNING CTR50011,Alameda,Alameda,Adm,Unknown,ALAMEDA COMMUNITY LEARNING CTR,
ALAMEDA COMMUNITY LEARNING CTR50011,Alameda,Alameda,App,Unknown,ALAMEDA COMMUNITY LEARNING CTR,
ALAMEDA COMMUNITY LEARNING CTR50011,Alameda,Alameda,Enr,Other,ALAMEDA COMMUNITY LEARNING CTR,
ALAMEDA COMMUNITY LEARNING CTR50011,Alameda,Alameda,Adm,Other,ALAMEDA COMMUNITY LEARNING CTR,
ALAMEDA COMMUNITY LEARNING CTR50011,Alameda,Alameda,App,Other,ALAMEDA COMMUNITY LEARNING CTR,
ALAMEDA COMMUNITY LEARNING CTR50011,Alameda,Alameda,Enr,Male,ALAMEDA COMMUNITY LEARNING CTR,
ALAMEDA COMMUNITY LEARNING CTR50011,Alameda,Alameda,Adm,Male,ALAMEDA COMMUNITY LEARNING CTR,
ALAMEDA COMMUNITY LEARNING CTR50011,Alameda,Alameda,App,Male,ALAMEDA COMMUNITY LEARNING CTR,9
ALAMEDA COMMUNITY LEARNING CTR50011,Alameda,Alameda,Enr,Female,ALAMEDA COMMUNITY LEARNING CTR,
ALAMEDA COMMUNITY LEARNING CTR50011,Alameda,Alameda,Adm,Female,ALAMEDA COMMUNITY LEARNING CTR,
ALAMEDA COMMUNITY LEARNING CTR50011,Alameda,Alameda,App,Female,ALAMEDA COMMUNITY LEARNING CTR,8
ALAMEDA COMMUNITY LEARNING CTR50011,Alameda,Alameda,Enr,All,ALAMEDA COMMUNITY LEARNING CTR,
ALAMEDA COMMUNITY LEARNING CTR50011,Alameda,Alameda,Adm,All,ALAMEDA COMMUNITY LEARNING CTR,
ALAMEDA COMMUNITY LEARNING CTR50011,Alameda,Alameda,App,All,ALAMEDA COMMUNITY LEARNING CTR,18
ALAMEDA HIGH SCHOOL50005,Alameda,Alameda,Enr,Unknown,ALAMEDA HIGH SCHOOL,
ALAMEDA HIGH SCHOOL50005,Alameda,Alameda,Adm,Unknown,ALAMEDA HIGH SCHOOL,
ALAMEDA HIGH SCHOOL50005,Alameda,Alameda,App,Unknown,ALAMEDA HIGH SCHOOL,
ALAMEDA HIGH SCHOOL50005,Alameda,Alameda,Enr,Other,ALAMEDA HIGH SCHOOL,
ALAMEDA HIGH SCHOOL50005,Alameda,Alameda,Adm,Other,ALAMEDA HIGH SCHOOL,
ALAMEDA HIGH SCHOOL50005,Alameda,Alameda,App,Other,ALAMEDA HIGH SCHOOL,6
ALAMEDA HIGH SCHOOL50005,Alameda,Alameda,Enr,Male,ALAMEDA HIGH SCHOOL,5
ALAMEDA HIGH SCHOOL50005,Alameda,Alameda,Adm,Male,ALAMEDA HIGH SCHOOL,6
ALAMEDA HIGH SCHOOL50005,Alameda,Alameda,App,Male,ALAMEDA HIGH SCHOOL,77
ALAMEDA HIGH SCHOOL50005,Alameda,Alameda,Enr,Female,ALAMEDA HIGH SCHOOL,8
ALAMEDA HIGH SCHOOL50005,Alameda,Alameda,Adm,Female,ALAMEDA HIGH SCHOOL,12
ALAMEDA HIGH SCHOOL50005,Alameda,Alameda,App,Female,ALAMEDA HIGH SCHOOL,88
ALAMEDA HIGH SCHOOL50005,Alameda,Alameda,Enr,All,ALAMEDA HIGH SCHOOL,13
ALAMEDA HIGH SCHOOL50005,Alameda,Alameda,Adm,All,ALAMEDA HIGH SCHOOL,20
ALAMEDA HIGH SCHOOL50005,Alameda,Alameda,App,All,ALAMEDA HIGH SCHOOL,171
ALAMEDA SCIENCE & TECHLGY INST50029,Alameda,Alameda,Enr,Unknown,ALAMEDA SCIENCE & TECHLGY INST,
ALAMEDA SCIENCE & TECHLGY INST50029,Alameda,Alameda,Adm,Unknown,ALAMEDA SCIENCE & TECHLGY INST,
ALAMEDA SCIENCE & TECHLGY INST50029,Alameda,Alameda,App,Unknown,ALAMEDA SCIENCE & TECHLGY INST,
ALAMEDA SCIENCE & TECHLGY INST50029,Alameda,Alameda,Enr,Other,ALAMEDA SCIENCE & TECHLGY INST,
ALAMEDA SCIENCE & TECHLGY INST50029,Alameda,Alameda,Adm,Other,ALAMEDA SCIENCE & TECHLGY INST,
ALAMEDA SCIENCE & TECHLGY INST50029,Alameda,Alameda,App,Other,ALAMEDA SCIENCE & TECHLGY INST,
ALAMEDA SCIENCE & TECHLGY INST50029,Alameda,Alameda,Enr,Male,ALAMEDA SCIENCE & TECHLGY INST,
ALAMEDA SCIENCE & TECHLGY INST50029,Alameda,Alameda,Adm,Male,ALAMEDA SCIENCE & TECHLGY INST,
ALAMEDA SCIENCE & TECHLGY INST50029,Alameda,Alameda,App,Male,ALAMEDA SCIENCE & TECHLGY INST,16
ALAMEDA SCIENCE & TECHLGY INST50029,Alameda,Alameda,Enr,Female,ALAMEDA SCIENCE & TECHLGY INST,
ALAMEDA SCIENCE & TECHLGY INST50029,Alameda,Alameda,Adm,Female,ALAMEDA SCIENCE & TECHLGY INST,
ALAMEDA SCIENCE & TECHLGY INST50029,Alameda,Alameda,App,Female,ALAMEDA SCIENCE & TECHLGY INST,16
ALAMEDA SCIENCE & TECHLGY INST50029,Alameda,Alameda,Enr,All,ALAMEDA SCIENCE & TECHLGY INST,
ALAMEDA SCIENCE & TECHLGY INST50029,Alameda,Alameda,Adm,All,ALAMEDA SCIENCE & TECHLGY INST,
